Brain_1.CEL	Brain_2.CEL	Fetal_brain_1.CEL	Fetal_brain_2.CEL	Fetal_liver_1.CEL	Fetal_liver_2.CEL	Liver_1.CEL	Liver_2.CEL
39694_at	158.25	445.5	249.75	206	270.15	502	279	637.5
39695_at	21.75	28.6	22	46.85	22.9	57	21.15	7.2
39696_at	107	97.35	381.6	571.75	158	582.15	-8.6	3.6
39697_at	15.4	14.5	-2.15	-19	32.6	59.25	37	28.6
39698_at	333.55	423	96.1	127	9	7.5	-10.75	-17.1
39699_at	55.75	39	71.85	124	55.4	69.75	6.1	13.35
397_at	-17.65	-20.25	-13.65	-3.95	-1.1	-23.55	2.65	-14.85
39700_at	357.5	888.15	317.6	305.1	149	397	162.4	452.75
39701_at	1027	1312	372.1	560	294.5	782.5	9.75	6.75
39702_at	28.1	67.75	19	65.75	21.5	70.45	3.5	11
39703_at	-0.6	14.25	28.15	40.65	19.4	31.65	11.55	-1.65
39704_s_at	476	751.5	518.1	623.25	1452.75	2457.65	68	201.15
39705_at	120.35	348.6	179	158.15	74.15	77.65	14.75	29.15
39706_at	26.1	35	39.75	65.85	34	57.45	17.15	12.5
39707_at	193.25	361.35	357.4	375.4	126.25	333.15	113.1	237.65
39708_at	182.85	282.65	154.85	182.65	658.9	1665.15	281.4	1254.75
39709_at	5910.75	7809	786.6	1239.1	210.5	583	90.1	191
39710_at	802.75	1152.5	3025.4	4648.5	158.75	410.05	62	139.1
39711_at	348.85	534.35	319.05	346.5	417.4	738.75	222	607.75
39712_at	1289.25	1589.75	29.85	28.25	96.75	184.75	77	58.5
39713_at	36.15	70.05	197.85	268.4	76.85	152	16.4	39.5
39714_at	206.65	253.75	440.75	575.85	66.4	196.15	12.85	10.85
39715_at	67.35	222.25	237.75	302.35	46.6	154	18.55	45.75
39716_at	-3.25	-3.15	-5.7	9.6	-10.5	-23.75	-8.9	12
39717_g_at	963	1146.55	256.9	329	390.4	839.85	166.25	448
39718_r_at	27.75	26.5	10.6	10.6	-2.1	7.1	21	26.75
39719_at	9.5	14	-12.75	21.35	-7	-43.5	-6	-56
39720_g_at	101.25	183.1	172.5	164.4	77	177.85	127.5	190.3
39721_at	6	74.6	228	33.5	-24.5	-193.65	-58.25	49.85
39722_at	1761.6	2708.75	816.9	913.5	446.4	820	243.25	753
39723_at	263.35	410	301.15	432.75	64.4	181.35	36.25	124.65
39724_s_at	77	78	96.4	153.1	38.1	87.95	14.5	41.1
39725_at	51.25	33.85	114.65	170.9	13	43.3	0.9	-12.85
39726_at	30.75	-6.85	6.35	-7.35	16.1	10.25	-4.9	26
39727_at	144.5	177.5	174.15	285.65	98.75	364.95	24.5	61.25
39728_at	92.45	92.45	9.75	-12.5	753.85	1429.75	926.15	1578.65
39729_at	1730.15	2942.75	708.25	1066.3	4493.5	9186	1083.6	1661.7
39730_at	241.15	528	366.25	518.25	147.6	341.6	58.4	133.75
39731_at	148.35	209.1	450.25	684.2	118	364.6	56.25	115
39732_at	10.75	13.5	7.6	2.9	-20.85	-5	2.6	31.15
39733_at	166.15	223.75	186.65	255.25	321.5	864.75	634.15	1511.9
39734_at	10.6	14.35	51.65	64.5	17.25	0.15	-3	-1.7
39735_at	40.1	76.15	-9.4	26.6	34.15	44.8	44	49.2
39736_at	177	140.1	1122.15	1349.85	-1.35	-8.25	-9.9	-38.35
39737_at	10.5	21	11.9	10.75	-35.6	-4.25	21	16.5
39738_at	198.65	520	394.6	375.75	780.65	1570.65	494.5	1282.25
39739_at	1389.5	1359.65	3330.9	4883.15	973.25	2577.25	863	1547
39740_g_at	1313.4	1174.65	2873.25	4323	1074.85	2342.35	1127.9	1708.25
39741_at	976.45	1009.25	329.1	367.25	1050.35	2604.9	405.3	679.5
39742_at	30.4	18.5	48.25	63	34	73.85	10.75	27.5
39743_at	84.1	52.35	87.5	106.1	33.85	73.85	22.8	62.15
39744_at	53.4	78.9	237.5	330.4	167.35	434	13.25	38.7
39745_at	85.15	89.1	92.45	166	6.85	37.65	6.65	-8.35
39746_at	108.9	114.4	356.85	397.35	69.75	160.65	29.85	26
39747_at	95.25	143.25	64.75	94	30	112.6	-7.35	22
39748_at	87.5	177.6	179.25	249.75	195.85	510.5	9.1	51.1
39749_at	551.75	671.4	168.4	276.85	138.75	302.25	56.05	72.5
39750_at	39.5	55.75	26.75	54.25	44.5	54.75	44.15	49
39751_at	295.75	345.6	207.75	208.35	236.45	517.65	147	313.4
39752_at	67.25	127.6	31.85	70.85	57.15	122	163.15	192.35
39753_at	-40.75	24.25	22	-0.8	195.65	392.65	70.5	81.5
39754_at	77	139.75	40.35	32.15	128.4	295.65	87.9	92.75
39755_at	760.65	1221.9	488.5	490.1	3695.5	6587.85	3825.4	5304
39756_g_at	155.1	324.25	103.5	93.5	1354.15	3468.9	1223.5	2051.65
39757_at	7.3	19.4	-0.5	-5.15	30.65	61.5	13.25	23.85
39758_f_at	2278	3301.75	870	941.4	1184.25	2758.45	1818	2994.4
39759_at	54.45	82.4	259.15	373.85	44.9	162	19.6	34.75
39760_at	568.4	601.35	458.4	576.75	55	112.4	11.25	15.5
39761_at	38.15	11.6	29.9	39.4	2.6	3	-5.25	-9.5
39762_at	173	131.1	218.75	418.1	29.85	55.45	13.2	43.25
39763_at	-27.85	32	-15.5	-17.5	10284.1	11846.25	12193.9	11880.25
39764_at	40.25	97	107.9	160.75	38.15	123.5	15.4	44.6
39765_at	566.6	1053.25	351.25	440.25	61.05	115.5	30.25	107.1
39766_r_at	24.65	36.5	26.4	18.6	22	32.5	15.35	17.95
39767_at	155.75	86.75	291.15	485.85	73.05	231.4	6.65	31.5
39768_at	-9.15	27.25	8	-7.5	-0.5	16.4	8.1	9.9
39769_at	-13.15	9.6	-5.6	-10	8.5	29.35	13	32.35
39770_at	240.75	370.5	288.25	324.4	143.35	320.75	61.75	132.35
39771_at	6.15	32.25	67.3	119.3	2.35	18.35	2.35	7.1
39772_at	155	448.75	54.85	144.05	19.5	84.9	21.15	73.6
39773_at	95.75	133.35	44.7	100.6	233.85	613.65	40	65.5
39774_at	132.6	144.5	141.1	153.65	192.35	501	201.15	389.5
39775_at	274.75	561.85	111.1	146.65	6468.75	13453.5	8986	12872.9
39776_at	68.35	66.65	178.5	158.9	-21.25	-3.5	1	-1.35
39777_at	761.7	369.1	890.6	1369.35	35.1	50.5	15.6	37
39778_at	618.5	664.25	369.1	437.4	610.6	1322.4	850.65	1744.9
39779_at	64.4	56.65	162.5	196.6	61.2	137.75	11.75	16.9
39780_at	332.5	493.25	452.25	655.65	35.75	137	24.15	18.9
39781_at	184.95	420.55	265.35	395.75	4945	8483.3	6931.85	9148.85
39782_at	612.5	788.85	475.5	651.4	670.75	1697	156	226.65
39783_at	223.45	426.3	136.25	157	107.4	208.75	74.5	4.6
39784_at	93.65	90.75	119.35	156.85	34.75	65.4	22.15	49.85
39785_at	9.35	0.6	107.25	195.5	23.85	89.65	-19	36.55
39786_at	7.35	-2.2	16.35	27.5	-4.85	-2.65	2.5	7.35
39787_at	-44.25	61.15	-19	4.4	204.65	333.5	404.15	561
39788_at	117.75	126	87.25	167.5	5.5	11.5	3.85	-26.6
39789_at	25.25	-17	143.2	224.1	-58.5	-102.75	-36.9	-136.25
39790_at	1493.25	2633.75	1053.4	1406	91.75	253.7	109.85	221.75
39791_at	415	799	439.5	636.35	139.9	619.25	188.35	160.85
39792_at	63	99.95	434.4	466.2	76.15	175.75	12.5	13.25
39793_at	149.5	114.8	97.5	219.25	4.35	34.05	7.5	1
39794_at	40.5	26.35	49.85	75	10.1	60.15	7.45	21.45
39795_at	4425.35	6425.9	2057.9	2435	1777.65	3661	869.35	1415.75
39796_at	121.5	162.15	95.1	111.9	18.75	79.85	-10.5	-6.35
39797_at	62.15	67.35	127.25	213.9	88.05	221.65	29.8	30.35
39798_at	2512.15	2907.6	1834.5	2844.75	2875.05	5931.75	2980.9	3706.6
39799_at	89.5	73.4	293.75	471.65	29.8	100.35	1.15	6.65
398_at	53.25	67.85	69.35	147.65	26.15	67.1	9.35	1.05
39800_s_at	1627.65	2893.65	491	731.1	732.5	1520.75	1180.5	1536.9
39801_at	196.75	368.25	196.4	167	411.4	849.35	539.35	666.5
39802_at	23.75	5.6	25.9	18.2	39.8	98.35	36.65	35
39803_s_at	245.4	153.35	9.5	43.1	59.35	-36.5	51.25	116.1
39804_at	-31.55	-11.3	-45.65	-10.95	-79.15	-31.15	-38.55	-189.5
39805_at	31.4	72.35	-61.9	-33	-31	126.1	-12.1	-19.75
39806_at	19	69.9	49.1	77	20.15	56.9	-6.5	10.5
39807_at	-3.15	0.5	0.9	5.75	11.65	10.35	-4.5	-5.5
39808_at	-17.6	17.35	38.85	-6.35	16.35	59.75	9.5	26.85
39809_at	53.5	56.45	70.4	97.15	81.25	204.45	20.9	42.7
39810_at	25.75	189.15	132	180.15	138.4	185.4	28.6	-81.15
39811_at	377.35	680.85	162.5	225	304	683.65	312.25	533.85
39812_at	202.75	262.5	133.75	153.35	335	434.5	235.9	392.25
39813_s_at	0.9	-19.1	-0.75	-22.65	-2.35	-27.35	-1.85	-45.9
39814_s_at	399	466.15	192.65	291.75	1203	2879.35	190.5	273.1
39815_at	17.65	32.4	18.2	35.85	17.15	8.25	3.15	41.1
39816_g_at	66.5	85.35	44.65	23.9	77.75	148.85	57.4	109
39817_s_at	264.5	385.6	232.1	222.85	291.5	426.5	337.65	569.1
39818_at	-47.65	-59.5	11.1	-11.75	-59.5	-71.65	-31.5	-46.85
39819_at	-9.25	6.5	3.9	-7.4	-13.1	37.1	12	16.85
39820_at	15.6	34.5	35.75	44.35	17.85	13.35	23.25	0.75
39821_s_at	102.85	176.25	66	108.25	141.15	312.5	68.55	225.75
39822_s_at	107	167.35	55.75	38.75	481.55	1151.35	89.15	103.4
39823_at	389.9	464.75	235.6	208.35	105.35	276.25	108.5	124.35
39824_at	-5.35	-0.65	-64.15	-43.45	-55.5	-158	-33.85	-66.4
39825_at	48.6	107.25	70.9	81.25	314.75	768.35	335.4	1007.75
39826_f_at	-0.1	22.75	-19.1	-20.5	-31.4	-20.5	-2.65	-8.35
39827_at	110.9	214.65	57	111.25	294.6	772.85	43.85	71.4
39828_at	30.6	34.7	30.6	18.9	29.9	75.1	0.45	-5.9
39829_at	94.75	119	158.65	187.5	-11.25	-6.7	-38.6	4.85
39830_at	2348.6	2969.15	2766.6	4143.1	2770.85	6696	1757.35	2593.75
39831_at	104.5	59.75	32.75	107.6	63.5	187.5	90.5	161.3
39832_at	319.6	379.75	274.75	360.4	301	485.75	147.6	298.25
39833_at	281.15	560.6	175.35	181.85	81.5	71.35	27	91.75
39834_at	-4.25	12.25	-14.75	-52.1	63.5	-45.75	1.9	53.75
39835_at	349.35	1007.05	172.85	233.5	-39.25	-121.65	18.5	-108.9
39836_at	25.25	7.15	25.2	47.6	9.9	-10.6	24.4	88.1
39837_s_at	-6.65	43.5	-12.1	33.5	9.3	105	21.75	17.4
39838_at	202.5	356.4	1056.75	1474.45	75.5	132.85	31.75	32.4
39839_at	55.25	61.6	82.75	74.85	802.4	2035.9	49.2	79.15
39840_at	24.25	33.15	71.05	108.9	8.25	118.75	25.5	47.35
39841_at	50.75	34.95	58.1	56.75	31.65	73.15	7	35.6
39842_at	95.4	197.05	7.05	13.5	-38.85	-12.9	-35.7	-43.25
39843_at	-9.15	-29.5	0	18.65	-1.65	46.9	-16.35	-20.8
39844_at	52.9	71.55	92	86	107.5	229.15	41.75	94.25
39845_at	48.1	159.75	19	56.25	76.1	173.15	-4.85	-82.25
39846_at	243.25	356.3	60.75	106.75	28.75	60.7	106.4	156.25
39847_at	41.9	46.2	6.5	35.15	57.35	67.25	27.25	44.25
39848_at	-116.9	-159.85	-26.35	-68.25	11.4	134.75	-26	17.5
39849_at	94.25	187.5	48	45.45	55.9	73.35	23.15	138.5
39850_at	78.15	106.25	508.4	723	-4.35	11.1	-1.6	13.85
39851_at	-5	1.9	9.25	5.85	-37.65	-15.35	-9.65	-27.5
39852_at	74.8	97.15	49	95.85	17.75	46.2	4.5	20.85
39853_at	-13	-5.9	-35.85	-25.4	-11.25	-17.35	-22.95	-20.75
39854_r_at	38.5	86.85	216.85	119.5	107.85	88.35	28	33.1
39855_at	106.6	322.85	235.9	354.7	292.65	599	124.7	456.1
39856_at	695.25	521.5	849.65	1172.25	742.15	1566.5	674.25	919.4
39857_at	-9	-1.6	-22	1.25	22.75	37.75	0.4	27.75
39858_s_at	-34.35	-22.25	-28.9	-32	-4.1	-99.15	-26.1	-67.8
39859_r_at	-91.45	-59.75	-60.6	-59.65	-62.35	-65.35	-72.15	-151.5
39860_at	65	58.35	204	262.65	48.75	130.4	4	34.1
39861_at	286.65	421.75	268.5	349.5	193.4	428.5	115	199.7
39862_at	84.1	97.5	115.15	149.25	62.65	-36.1	21.55	42.25
39863_at	13.65	55.75	49.75	41.35	26.25	14	35.75	21
39864_at	1237.35	1817.85	1794.75	2618.5	592	1541.25	114.6	222.4
39865_at	78.25	115.9	363.75	317.5	64.15	104.85	14.25	151.5
39866_at	1387.75	2160.5	839.5	906.35	407.85	966.5	360.4	658.25
39867_at	1742.1	2543.6	880.75	1198.25	1344.85	2924.4	1578.6	2167.4
39868_at	692	1099.75	630.25	660.1	1062.6	1867.15	543.1	1144.75
39869_at	-4.6	14	-11.4	-14.1	-16	-34.25	6.5	10.5
39870_at	33.15	9.95	20.35	-15.1	94	90	1.4	74.65
39871_at	-7.35	21.85	-12.5	-7.65	-14.6	4.75	21.75	-0.75
39872_at	131.25	146.15	148.5	108.35	355.85	556	99.9	270.25
39873_at	84.75	119.75	127	181.35	6.85	37.3	-7.1	13.8
39874_at	1.75	3.15	14.75	4.65	-0.6	43.15	4.35	30.15
39875_at	-35.05	-18.65	-12	-19.5	-49.6	-73.95	-69.75	-140
39876_at	1328.75	2410.05	323.15	421.9	145.65	422.25	190.25	277.35
39877_at	56.15	54.5	84.25	67.1	43.65	218	50.5	177.5
39878_at	226.25	528.15	356.5	752.4	2.75	20.25	-8.25	9.15
39879_s_at	284.45	298.5	510	556.1	80.65	153.15	44.25	108.55
39880_at	12.25	19.75	82.7	74.5	-16	8.55	27.9	160.5
39881_at	-4.25	10.35	5.75	3.8	-5	-18.85	-17.85	-2.5
39882_at	15.5	12.9	16.5	7.25	14.9	36.75	-1.75	12.75
39883_at	51.6	36.1	83.25	92.85	16.85	120.5	9.5	5.9
39884_g_at	54	39.2	67.55	54.95	48.5	90.25	30.25	12.15
39885_at	44.25	27.9	113.6	173.1	21.75	34.5	-1.4	7.75
39886_at	-4.55	15.75	53.1	92	6.5	26.4	4.6	27.5
39887_at	-9.25	1.75	5.15	22.75	-40.4	-54.6	-14.5	25.9
39888_at	-32.15	5.25	-1.85	59.75	32.55	11.25	-10.5	28.6
39889_at	15	58.75	63.9	36.25	40.15	50.55	5	23.9
39890_at	-4.5	-60.65	-6.45	-44.15	-83.4	-128.5	-83	-142.1
39891_at	17.25	46.75	12.15	23.6	91.75	259	19.5	27.4
39892_at	3.35	8.8	14.4	-3.85	-8.5	-108.25	8.95	14.85
39893_at	147.85	138.35	99.25	150.9	116.75	167.1	54.25	165.5
39894_f_at	-8.15	4.4	15.5	47.15	1	-13.65	-20	-26.9
39895_r_at	16.4	18.65	8.5	5.35	16.4	8.75	8.9	20.9
39896_at	82.25	109.15	44.2	96.25	32.2	109.4	48.5	19.15
39897_at	180.4	210.2	376.25	484.55	52.85	215.9	39.15	55.75
39898_at	2.15	6.9	-5.65	3	18.15	-0.15	5.25	-8
39899_at	146.4	163	224.4	174	132.75	169	84.35	140.15
399_at	134.15	228.15	29.5	75.35	-5.25	80.75	24	16.1
39900_at	-41.6	-52.5	-24.5	28.9	-13.75	-18.1	-6	-49.75
39901_at	52.1	172.35	70.65	77.75	4.75	27	5.9	5.85
39902_at	-6.35	18.85	38.75	47.65	62.5	51	32.75	70.05
39903_at	2.25	-21.25	48	29.35	-34.4	-150.4	-48.95	-299.85
39904_at	4.25	-1.25	-36.5	-11.75	-1.35	-44.5	-5.35	-5.75
39905_i_at	-10.5	12.25	62.5	41	22.5	115	13.9	-18.4
39906_r_at	5.15	4.75	24.8	34.05	16.85	46.05	18	16.85
39907_at	0	27.5	30.35	23.5	0.65	28.5	-4.25	13.8
39908_at	159.45	444.5	342.5	366.85	333.25	549.85	214.75	513.6
39909_g_at	-38.35	-7.15	-45.5	-1.6	16.25	-37	-16.5	-28
39910_at	64.1	156.35	-9.15	33.25	34.85	116.1	26.45	83.1
39911_at	-119.9	-178	-172.25	-194.35	-170.15	-241.6	-130.9	-329
39912_at	11.25	52.25	53.1	47.75	42.4	52.85	-17.4	7.15
39913_at	13.5	31.5	8.5	-22.25	29	20.9	72.65	26.8
39914_r_at	19.15	-69.5	113.5	73.45	-22.9	-33.35	-55.7	-139
39915_at	-44.25	-52.75	-79.4	-119.5	-106.25	-266	-111.5	-204.9
39916_r_at	1471.25	2478.15	1116	1929.6	1600.1	3339.9	1767	3043.75
39917_at	226.65	282.5	374.85	312.5	421.35	733.9	272.1	1067.7
39918_at	565.35	845.5	411.75	624.25	316.8	648.4	229.25	439.15
39919_at	65.5	90.6	49.65	40.5	99	131	74.15	200.6
39920_r_at	1317.25	2072.5	978.5	889.85	1431.1	2569.85	687.35	1961.75
39921_at	2106.85	2982.6	633.25	901	1854	3999.6	906.15	1481.4
39922_at	-4.15	3.5	4	12.25	9	-26	15.85	3.3
39923_at	148.9	118.25	201.4	223.1	27	78.6	-2.75	23.65
39924_at	52.3	35.3	96.6	136.5	3.1	54.5	4.9	23.6
39925_at	81.6	275.6	109.5	29.85	25	-7.95	-48.6	30.75
39926_at	46	28	59	44.8	41.1	95	11.6	17.85
39927_at	25.25	34.9	100	141	17.5	38.9	1.9	21.25
39928_at	330.5	488.45	220.25	306.35	-46	-50	-41.5	-18.25
39929_at	15.25	28.9	79.1	105.15	112.15	198.25	45.6	121.25
39930_at	627.5	1032.5	343.25	426	81	97.5	13.75	18.75
39931_at	10.75	43.85	52.6	35.65	86.35	166	7.1	25.15
39932_at	135	318.15	141.6	195	28	39.4	15.75	3.9
39933_at	-6.85	8.15	-55.5	16.25	-27.4	-87.5	-45.5	-129.6
39934_at	31.25	130.45	74	59.6	1.65	28.75	-20.3	7.75
39935_at	11.75	36.85	2.5	28.5	18.75	7.25	12.5	8
39936_at	-2.65	-12.6	-7.35	-46.6	8.4	-8	0.1	-51
39937_at	55.4	26.85	54.9	65.75	90.35	148	66.45	252.6
39938_g_at	71.5	47.25	31.25	29	64.5	64.35	4.85	18.9
39939_at	14	2.9	44.2	12.25	11.6	9.9	1.6	-12.65
39940_at	27.5	24.25	38.1	38.1	33	35	6.3	39.95
39941_at	-11.5	-14.3	17.25	30.65	-4.95	1.75	-5.85	-17.75
39942_at	-16.5	-16.85	-21.1	-37.65	-10	-13.15	8	-48
39943_at	44.6	46.25	71.1	73.65	11.1	23	-3.6	11.5
39944_at	20.5	0.4	3.3	8.05	7.75	9.1	2.5	-20.35
39945_at	-0.6	6.25	-31.5	-30.5	2.9	-9.5	-6.35	-40.3
39946_at	25.35	4.5	19.5	16	26.6	59.75	18.75	46.5
39947_at	-30.85	-6.5	37.65	-29.1	5.4	33	-6	-9.6
39948_at	-15.75	-4.1	14.1	22.5	-15.4	-40.65	-9.65	-78.9
39949_at	28.9	55.9	20.75	30.45	9.9	18	13.5	34.65
39950_at	12	12.5	60.5	76.1	67.35	261.65	98.35	105.1
39951_at	9.25	5.8	2.25	-5.75	42.5	71.85	27.75	20.25
39952_at	2.65	7.35	35	70.35	22.75	-10	-2.75	-18.4
39953_i_at	224.5	154.75	156.15	148.15	184.4	55.1	143.15	47.25
39954_r_at	4.9	22.5	22.75	42	10.6	26.4	5.25	3.65
39955_at	5	2.35	24.45	22	4.55	6.6	-3.75	1
39956_at	218	170.15	398.25	434.6	-1.5	-8.8	-2	5.35
39957_at	15.75	10.6	27.9	42.9	9.6	39.6	-1.5	4.75
39958_at	11.4	13.25	41.4	34.35	14.85	49.75	10.5	41
39959_at	-15.15	4.65	11.25	-3.95	61.25	152	21.75	72
39960_at	35.4	15.35	34	49.4	30.15	56.5	1	26.25
39961_at	7.65	8.75	18.9	30.9	2.35	89	13	55.15
39962_at	61.5	24.1	96.65	117.5	15.5	61.15	2.75	26.9
39963_at	15.65	28.6	9.1	13.75	23.75	23.2	12.5	-2.5
39964_at	14.25	9.75	14.65	36.55	16.95	57.25	3.65	-2.5
39965_at	244.35	292.3	677.4	808.9	329.5	463.15	203.45	644.85
39966_at	1852.75	3069.75	2504.5	3672	28.65	130	21.25	32.4
39967_at	690.75	1543.5	704.5	747.25	254.65	516.65	37.75	56.25
39968_at	71.65	73.75	61.85	72.75	47.25	169.9	69.5	148.65
39969_at	128.9	511.9	54.5	152.1	477.15	1462.85	59.75	256.5
39970_at	-18.35	-14.35	-32.1	-26.85	-13.85	-11.1	-17	-52.1
39971_at	-20	12.35	29.9	38.4	321.9	751.9	5	-50
39972_at	24.75	31.15	44.15	27.8	1.6	60.75	-21.65	71.5
39973_at	59.5	26	33.85	33.05	76.5	100.9	25.15	47.15
39974_at	32.6	68.1	14.4	8	13.3	-5	2.75	-4.85
39975_at	43.9	54.5	58.25	26.15	33.5	82.85	36.9	39.35
39976_at	-0.9	13.75	56.65	49.1	10.9	54.35	-16.5	-6
39977_at	34	27.1	57	60.85	13.7	26.65	4.25	8
39978_at	22.75	11.35	13.6	-0.25	51.6	77.6	19.6	30.5
39979_at	84.5	35.25	42.25	36.35	780.65	1975.65	915.15	1705.35
39980_at	60.15	44.15	67.25	64.15	-9.35	38.45	2.1	20
39981_at	16.35	0.5	-1.05	-4.15	-11.5	19	-10.25	-2.85
39982_r_at	6.25	5.35	1	-7.75	17.9	24.5	2.35	10.55
39983_at	34.15	56.85	47.1	106.75	18.3	72	28.35	31.25
39984_g_at	16.5	22	19.85	18.3	-33.2	-57.85	-24.5	-53.15
39985_r_at	-14.75	4.85	10.5	11.15	-5.65	-3	-0.25	3.25
39986_at	36	39.35	46.15	33.35	44.25	55.6	29.4	61.25
39987_at	1.5	10.55	28.75	27.75	14.15	15.35	15.6	11.5
39988_at	-12.15	-55.85	-17.75	-5.25	-4.35	-24.75	-17.6	26
39989_at	39.15	66.6	155.9	272	42.15	26.85	19.5	20.5
39990_at	19.85	4.25	21.9	34.75	16.6	42	1.1	17.9
39991_at	-50	-38.65	-15.45	-35.5	-47.65	-42.9	-43.15	-161.75
39992_at	87	41.55	20.85	-20.95	182.9	343.9	919.6	1023.9
39993_at	102.25	59.45	50.4	38.35	65	48.4	16.25	16.15
39994_at	50	31	13.85	-14.4	50.6	156.05	128.5	84.4
39995_s_at	158.25	220.25	75.1	77.15	80.4	173.85	76.3	133.25
39996_at	-16.9	-4.85	0.5	5.1	54.15	95.35	11.5	-3.75
39997_at	-24.9	29.5	21.15	18.9	67.3	182.4	256.85	211.65
39998_at	-21	2.35	13.5	15	-13.5	-18.75	-9.65	-23.85
39999_at	10.35	20.6	-1.55	14.55	25.5	49.25	-2.15	14.15
400_at	49	33.5	54.85	59.4	72.4	83.9	6.15	113.35
40000_f_at	16.15	24.1	50.25	53.75	17.5	63.4	1.25	5.85
40001_r_at	-2.4	0.75	0.55	5.75	-3.35	-0.45	-1.25	-5.15
40002_r_at	15.1	18.35	6.2	27.25	11.65	22.75	11.1	-2.35
40003_at	-14.1	-8.9	0.5	21.25	52.85	14.5	-3.5	-22.5
40004_at	-3.25	12.45	-11.5	-2.25	-21.85	-0.65	1.8	-33.15
40005_at	17.75	42.15	63.25	42.15	39.6	111.75	2.5	56.6
40006_at	90.65	201.35	156.95	143.8	113.75	354.1	88.5	204.5
40007_at	24.45	11.75	4.4	16.85	39.7	158.1	17.7	5.35
40008_at	27.15	15.25	19	23.5	9.65	52.85	11.65	27.15
40009_at	34.7	22.35	127.5	166.45	19.5	36.4	-0.75	31
40010_s_at	20.75	12.85	31.2	36.5	8.9	11.95	2.85	-7.95
40011_s_at	56.4	47.65	71.2	76	50.55	43.25	33.6	54.25
40012_at	12	99.5	60.55	115.9	-13.5	-32	-23.9	-58.75
40013_at	14	17.95	12.85	20.4	27.65	68.65	4.1	14
40014_at	-5	38.85	118.15	177	27.75	84.1	-7.5	1.4
40015_at	2	-39	10.4	4.15	-69.25	-23.85	18.75	-3.95
40016_g_at	271.1	389.5	227.15	215.4	87.5	144.85	48.5	7.95
40017_at	-70.25	-7.5	-78.65	-35.3	5.2	-41	-30.5	-88.75
40018_at	23	39	64.1	101.5	-19.25	41	-13.15	-32.55
40019_at	6.7	9.35	-26.1	-7.9	10.85	9.85	-3.15	12
40020_at	221.5	628	459.6	578.15	43.15	123.7	17.85	68.85
40021_at	-65.8	-7	7.25	27.85	-47.6	-45.4	-16.15	-86.3
40022_at	1.25	22.35	54.5	90.9	-7.1	-20.65	5.1	-20.35
40023_at	8.65	6.4	12.65	19	-0.85	5.65	8.75	1.25
40024_at	41.9	27.15	42.65	60	56.9	77.65	21.5	87.15
40025_at	54	44.4	46.45	44.65	51.55	40.85	12.75	18.3
40026_g_at	4.5	63.35	10.25	45.85	-19.25	-9.75	21	37.35
40027_at	71.9	99	62.5	67.3	59.9	135.6	33.2	68.35
40028_at	-25	-10.15	-5.25	-13.1	8.55	7.4	-0.75	-21.75
40029_at	-202	-367.05	-180.1	-270.3	-294.6	-548.15	-258.6	-377.5
40030_at	37.25	31.4	106.5	94.6	52.55	130.65	45.4	62
40031_at	19.1	42.5	19.55	17.65	20.25	-22.4	13.65	-13.75
40032_at	60.35	70.75	69.6	43.35	46.3	101.85	24.85	40.35
40033_at	234.15	347	121.25	232.1	-11.5	-58.25	-11.75	-176
40034_r_at	6.25	3	14	13.85	3.25	45.25	4	13.25
40035_at	2	-2.25	-0.25	2.25	-8	4.65	10.75	55.3
40036_at	46.8	61.1	19.85	40	41.4	140.65	14.85	6.35
40037_at	-71.9	-117.85	-176	-256.75	18.9	73.5	-24	-50.25
40038_at	84.75	89.4	118.35	296.4	-12.95	49.85	27.15	64
40039_g_at	116.25	157	149.5	241.6	92.25	257.25	114.95	180.25
40040_at	3.5	34.15	49.65	85.5	5.25	35.5	10.6	13
40041_at	-9.35	3.1	15	18.6	8.3	41	9.1	10.5
40042_r_at	-112.4	-78.7	-46.35	-148.6	-72.4	-171	-51.75	-46.65
40043_at	154.15	400.85	0.4	-8.1	25.65	67.15	-39.5	-42.75
40044_at	11.6	-2.65	-3.65	-25.15	0	-42	22.5	-30.35
40045_g_at	135.25	180.75	349.7	432	76	187.15	58.15	146.35
40046_r_at	74.5	111.25	297.4	437.75	2.5	53.95	22	28
40047_at	526.25	1063	308.35	383	-2.7	-47.9	-23.1	-42.5
40048_at	152.6	354.25	498.25	672.25	98.4	234.75	28.5	7.6
40049_at	68.65	85.25	174.35	215.1	69	144.55	26.05	42.65
40050_at	96.5	192	133.25	163.75	84.35	200.1	26	79.95
40051_at	17.65	44.75	35.15	50.75	111.15	210.15	44.5	82.35
40052_at	378.25	731.6	349.15	476.65	149.85	265.25	53.9	36.25
40053_at	3.25	10.9	23.7	90.75	11.35	-1.65	-8.6	18.75
40054_at	91.95	160.15	92.65	125.35	46	155	38.25	19.9
40055_s_at	-24.4	-8.85	10	-50.25	-4	-79.5	-12.65	-87.85
40056_at	63.35	74.7	44.45	90.8	82.25	102.85	76	120.75
40057_at	-49.6	90.85	-38.75	-130.4	7.6	-59.35	-103.6	-132.75
40058_s_at	22.25	-9.65	21.9	15.6	0.35	-3.35	4.15	12.5
40059_r_at	8.65	9.75	25.75	10.6	19.3	35.5	11.1	-2.4
40060_r_at	22.65	10.9	27.75	34.5	25.25	56.6	7.4	64.75
40061_at	13.55	34.05	36.9	37.5	60.2	136.75	15.35	42.1
